time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1977-01-05T02:45:30.750Z,31.6851667,-115.8995,17.22,2.98,ml,8,306,0.9725,0.39,ci,ci3332289,2016-02-01T19:57:38.200Z,"63km E of Maneadero, B.C., MX",earthquake,3.62,4.2,0.085,2,reviewed,ci,ci
1977-01-05T05:44:39.900Z,27.457,56.202,29,5.5,mb,,,,,us,usp0000m2e,2022-04-27T16:39:02.334Z,"30 km NNW of Bandar Abbas, Iran",earthquake,,,,,reviewed,us,us
1977-01-05T10:20:29.100Z,-23.381,179.987,538,5,mb,,,,,us,usp0000m2f,2014-11-06T23:21:39.229Z,south of the Fiji Islands,earthquake,,,,,reviewed,us,us
1977-01-05T10:36:29.400Z,-16.087,-173.866,33,5,mb,,,,,us,usp0000m2g,2014-11-06T23:21:39.230Z,"16 km SSW of Hihifo, Tonga",earthquake,,,,,reviewed,us,us
1977-01-05T10:37:23.800Z,25.978,142.582,21,5.1,mb,,,,,us,usp0000m2h,2014-11-06T23:21:39.230Z,"Volcano Islands, Japan region",earthquake,,,,,reviewed,us,us
1977-01-05T13:29:48.100Z,-20.813,-178.314,575,5.2,mb,,,,,us,usp0000m2j,2022-04-27T16:39:09.497Z,Fiji region,earthquake,,,,,reviewed,us,us
1977-01-05T14:10:56.500Z,25.433,95.178,104,4.8,mb,,,,,us,usp0000m2k,2014-11-06T23:21:39.233Z,"72 km ESE of Phek, India",earthquake,,,,,reviewed,us,us
1977-01-05T14:12:35.000Z,18.701,145.516,136,4.6,mb,,,,,us,usp0000m2m,2014-11-06T23:21:39.234Z,"Pagan region, Northern Mariana Islands",earthquake,,,,,reviewed,us,us
1977-01-05T16:13:25.900Z,0.985,-85.295,33,5,mb,,,,,us,usp0000m2n,2014-11-06T23:21:39.234Z,off the coast of Ecuador,earthquake,,,,,reviewed,us,us
1977-01-05T16:15:34.580Z,19.3623333,-155.2585,34.093,2.5,ml,30,58,,0.09,hv,hv19770028,2020-03-31T18:11:17.950Z,"9 km SSW of Volcano, Hawaii",earthquake,0.76,1.47,0.15,3,reviewed,hv,hv
1977-01-05T17:49:44.300Z,32.307,141.744,33,4.9,mb,,,,,us,usp0000m2q,2014-11-06T23:21:39.237Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
1977-01-05T17:52:19.400Z,-5.41,146.535,168,4.7,mb,,,,,us,usp0000m2r,2014-11-06T23:21:39.238Z,"85 km ESE of Madang, Papua New Guinea",earthquake,,,,,reviewed,us,us
1977-01-05T19:59:31.070Z,19.3476667,-155.0423333,6.117,2.59,md,18,160,,0.1,hv,hv19770029,2020-03-31T18:11:18.110Z,"16 km SE of Fern Forest, Hawaii",earthquake,1.04,1.08,0.02,4,reviewed,hv,hv
1977-01-05T22:44:59.700Z,23.394,143.71,33,5.7,mb,,,,,us,usp0000m2s,2022-04-27T16:39:11.698Z,"Volcano Islands, Japan region",earthquake,,,,,reviewed,us,us
1977-01-06T04:10:17.800Z,-17.945,-178.538,621,4.6,mb,,,,,us,usp0000m2t,2014-11-06T23:21:39.239Z,"227 km E of Levuka, Fiji",earthquake,,,,,reviewed,us,us
1977-01-06T06:11:40.700Z,-3.63,144.447,33,6.6,ms,,,,,us,usp0000m2u,2022-04-27T16:39:12.884Z,"63 km NE of Angoram, Papua New Guinea",earthquake,,,,,reviewed,us,us
1977-01-06T07:54:39.000Z,36.82,-115.877,5,4.1,ml,,,,,us,usp0000m2w,2014-11-06T23:21:39.242Z,"33 km NNW of Indian Springs, Nevada",earthquake,,,,,reviewed,us,brk
1977-01-06T07:55:36.440Z,36.911,-115.5128333,6,3.82,ml,5,299,1.917,0.87,ci,ci3332219,2016-02-01T19:57:35.350Z,"59km SSW of Alamo, NV",earthquake,6.92,31.61,0.261,6,reviewed,ci,ci
1977-01-06T07:55:57.500Z,49.267,155.547,33,5.4,mb,,,,,us,usp0000m2x,2022-04-27T16:39:14.075Z,"162 km SSW of Severo-Kuril’sk, Russia",earthquake,,,,,reviewed,us,us
1977-01-06T08:07:35.890Z,19.0041667,-155.6453333,43.391,2.61,ml,28,153,,0.08,hv,hv19770033,2020-03-31T18:11:18.680Z,"8 km SSW of Wai‘?hinu, Hawaii",earthquake,1.07,0.9,,1,reviewed,hv,hv
1977-01-06T08:55:13.840Z,37,-122,6,3.6,ml,2,344,3.144,19.02,ci,ci10081742,2016-02-01T19:51:28.270Z,"2km ESE of Pasatiempo, CA",earthquake,99,31.61,0.093,2,reviewed,ci,ci
1977-01-06T08:55:14.440Z,36.6226667,-120.8016667,5.605,3.27,md,66,126,0.04054,0.12,nc,nc1033118,2016-12-15T10:21:10.220Z,"39 km WNW of Three Rocks, California",earthquake,0.3,0.54,0.19,11,reviewed,nc,nc
1977-01-06T09:28:01.080Z,36.6345,-121.2533333,10.144,3.1,ml,65,43,0.01532,0.07,nc,nc1033119,2016-12-15T10:21:18.180Z,"18 km SSE of Tres Pinos, California",earthquake,0.17,0.3,,0,reviewed,nc,nc
1977-01-06T09:29:06.200Z,-7.042,129.519,56,4.3,mb,,,,,us,usp0000m30,2014-11-06T23:21:39.245Z,"Kepulauan Babar, Indonesia",earthquake,,,,,reviewed,us,us
1977-01-06T09:56:30.100Z,19.4263333,-155.4028333,8.15,2.76,ml,30,49,,0.1,hv,hv19770035,2020-03-31T18:11:18.980Z,"17 km W of Volcano, Hawaii",earthquake,0.41,0.87,0.04,1,reviewed,hv,hv
1977-01-06T11:16:41.200Z,-3.153,129.102,48,5,mb,,,,,us,usp0000m32,2014-11-06T23:21:39.246Z,"28 km NE of Amahai, Indonesia",earthquake,,,,,reviewed,us,us
1977-01-06T13:11:24.660Z,19.375,-155.2383333,2.276,2.51,ml,14,75,,0.1,hv,hv19770036,2020-03-31T18:11:19.130Z,"7 km S of Volcano, Hawaii",earthquake,0.41,0.65,0.1,1,reviewed,hv,hv
1977-01-06T14:35:30.540Z,19.3246667,-155.2046667,6.175,2.61,md,21,86,,0.09,hv,hv19770037,2020-03-31T18:11:19.260Z,"13 km SSE of Volcano, Hawaii",earthquake,0.53,1.15,0.02,5,reviewed,hv,hv
1977-01-06T16:02:07.600Z,51.479,-175.478,38,5.3,ms,,,,,us,usp0000m33,2022-04-27T16:39:15.187Z,"91 km ESE of Adak, Alaska",earthquake,,,,,reviewed,us,us
1977-01-06T18:33:09.090Z,18.8921667,-155.3178333,40.516,2.85,md,33,251,,0.08,hv,hv19770041,2020-03-31T18:11:19.840Z,"33 km SE of Naalehu, Hawaii",earthquake,2.24,2.03,0.03,3,reviewed,hv,hv
1977-01-06T18:33:43.500Z,-2.509,28.702,21,5.3,mb,,,,,us,usp0000m36,2022-04-27T16:39:16.407Z,"9 km W of Kabare, Democratic Republic of the Congo",earthquake,,,,,reviewed,us,us
1977-01-06T21:50:08.100Z,31.048,88.052,33,5.2,mb,,,,,us,usp0000m37,2022-04-27T16:39:18.660Z,"214 km NNW of Rikaze, China",earthquake,,,,,reviewed,us,us
1977-01-07T00:53:34.750Z,36.6858333,-121.282,4.777,3.05,md,49,46,0.01982,0.09,nc,nc1033128,2016-12-15T10:21:54.490Z,"12 km SSE of Tres Pinos, California",earthquake,0.2,0.48,0.34,12,reviewed,nc,nc
1977-01-07T04:17:12.830Z,19.3821667,-155.2441667,2.296,2.52,ml,20,46,,0.07,hv,hv19770046,2020-03-31T18:11:20.590Z,"6 km S of Volcano, Hawaii",earthquake,0.35,0.45,0.42,3,reviewed,hv,hv
1977-01-07T06:19:04.990Z,38.4066667,-122.194,9.326,2.51,md,28,87,0.1072,0.18,nc,nc1033134,2016-12-15T10:22:23.958Z,"4 km S of Moskowite Corner, California",earthquake,0.3,0.85,0.18,6,reviewed,nc,nc
1977-01-07T06:31:13.200Z,34.549,70.972,46,5.1,mb,,,,,us,usp0000m38,2022-04-27T16:39:20.057Z,"30 km NW of Shinpokh, Pakistan",earthquake,,,,,reviewed,us,us
1977-01-07T07:09:35.300Z,-52.257,114.591,33,5.5,mb,,,,,us,usp0000m39,2022-04-27T16:39:21.220Z,western Indian-Antarctic Ridge,earthquake,,,,,reviewed,us,us
1977-01-07T07:15:57.500Z,30.703,50.69,67,4.6,mb,,,,,us,usp0000m3a,2014-11-06T23:21:39.253Z,"15 km SE of Dehdasht, Iran",earthquake,,,,,reviewed,us,us
1977-01-07T09:52:06.830Z,19.3143333,-155.1938333,6.693,2.8,ml,23,108,,0.09,hv,hv19770049,2020-03-31T18:11:21.050Z,"14 km SSE of Volcano, Hawaii",earthquake,0.52,1.02,0.04,1,reviewed,hv,hv
1977-01-07T10:37:18.700Z,-7.484,129.07,143,4.4,mb,,,,,us,usp0000m3c,2014-11-06T23:21:39.254Z,"255 km ENE of Lospalos, Timor Leste",earthquake,,,,,reviewed,us,us
1977-01-07T10:48:33.550Z,19.1843333,-155.6165,7.404,2.58,ml,33,96,,0.17,hv,hv19770050,2020-03-31T18:11:21.200Z,"12 km N of Wai‘?hinu, Hawaii",earthquake,0.64,0.86,,1,reviewed,hv,hv
1977-01-07T12:33:19.100Z,33.2451667,-115.6733333,1.76,2.88,ml,37,41,,0.45,ci,ci3332230,2016-02-01T19:51:56.280Z,"13km SSE of Bombay Beach, CA",earthquake,0.62,1.4,0.322,5,reviewed,ci,ci
1977-01-07T14:07:07.900Z,-20.722,-69.063,101,4.7,mb,,,,,us,usp0000m3e,2014-11-06T23:21:39.255Z,"126 km ESE of Iquique, Chile",earthquake,,,,,reviewed,us,us
1977-01-07T14:38:22.400Z,-31.282,-13.24,33,5.5,ms,,,,,us,usp0000m3f,2016-11-09T21:36:58.589Z,southern Mid-Atlantic Ridge,earthquake,,,,,reviewed,us,us
1977-01-07T15:22:57.760Z,19.3851667,-155.2458333,2.056,2.79,ml,16,71,,0.1,hv,hv19770051,2020-03-31T18:11:21.350Z,"6 km S of Volcano, Hawaii",earthquake,0.41,0.54,0.03,3,reviewed,hv,hv
1977-01-07T17:14:47.300Z,-25.182,-176.958,76,5,mb,,,,,us,usp0000m3g,2014-11-06T23:21:39.257Z,south of the Fiji Islands,earthquake,,,,,reviewed,us,us
1977-01-07T19:09:33.200Z,5.323,126.163,53,4.7,mb,,,,,us,usp0000m3j,2014-11-06T23:21:39.258Z,"78 km E of Sarangani, Philippines",earthquake,,,,,reviewed,us,us
1977-01-07T19:36:46.900Z,21.173,120.276,33,5.7,mb,,,,,us,usp0000m3k,2022-04-27T16:39:22.417Z,"104 km SSW of Hengchun, Taiwan",earthquake,,,,,reviewed,us,us
1977-01-07T21:02:55.200Z,24.161,98.446,42,4.6,mb,,,,,us,usp0000m3m,2014-11-06T23:21:39.260Z,"123 km E of Bhamo, Myanmar",earthquake,,,,,reviewed,us,us
1977-01-07T21:31:27.300Z,18.735,120.805,52,4.9,mb,,,,,us,usp0000m3n,2014-11-06T23:21:39.261Z,"19 km N of Pagudpud, Philippines",earthquake,,,,,reviewed,us,us
1977-01-08T01:01:01.870Z,19.3935,-155.2605,2.009,2.82,ml,24,65,,0.11,hv,hv19770052,2020-03-31T18:11:21.500Z,"6 km SSW of Volcano, Hawaii",earthquake,0.4,0.46,0.46,2,reviewed,hv,hv
1977-01-08T01:06:31.100Z,20.078,147.517,47,5.2,mb,,,,,us,usp0000m3p,2014-11-06T23:21:39.262Z,Mariana Islands region,earthquake,,,,,reviewed,us,us
1977-01-08T06:08:52.700Z,11.466,140.376,24,4.6,mb,,,,,us,usp0000m3r,2014-11-06T23:21:39.263Z,"188 km N of Fais, Micronesia",earthquake,,,,,reviewed,us,us
1977-01-08T06:41:04.100Z,15.324,121.906,36,5.3,mb,,,,,us,usp0000m3s,2022-04-27T16:39:27.834Z,"41 km NNW of Karligan, Philippines",earthquake,,,,,reviewed,us,us
1977-01-08T06:55:50.010Z,37.9163333,-122.1558333,12.671,2.95,md,52,39,0.03874,0.12,nc,nc1033148,2016-12-15T10:23:13.290Z,"4 km NW of Lafayette, California",earthquake,0.17,0.37,0.12,15,reviewed,nc,nc
1977-01-08T06:59:59.370Z,19.3325,-155.1978333,7.213,2.57,ml,29,82,,0.08,hv,hv19770053,2020-03-31T18:11:21.650Z,"12 km SSE of Volcano, Hawaii",earthquake,0.43,0.58,0.16,2,reviewed,hv,hv
1977-01-08T07:17:33.280Z,37.9193333,-122.1605,11.331,3,ml,45,39,0.04234,0.1,nc,nc1033149,2016-12-15T10:23:20.630Z,"4 km NNE of Orinda, California",earthquake,0.17,0.37,,0,reviewed,nc,nc
1977-01-08T07:40:41.900Z,-11.273,166.108,42,5.6,ms,,,,,us,usp0000m3u,2022-04-27T16:39:29.149Z,"69 km SSE of Lata, Solomon Islands",earthquake,,,,,reviewed,us,us
1977-01-08T08:58:13.050Z,37.9206667,-122.1578333,13.783,4,ml,63,39,0.03964,0.18,nc,nc1033151,2016-12-15T10:23:32.930Z,"5 km NNE of Orinda, California",earthquake,0.23,0.41,,0,reviewed,nc,nc
1977-01-08T09:38:06.760Z,37.9261667,-122.1606667,11.963,4.3,ml,58,41,0.04234,0.12,nc,nc1033154,2020-07-10T14:14:28.887Z,"5 km NNE of Orinda, California",earthquake,0.18,0.37,,0,reviewed,nc,nc
1977-01-08T09:39:34.620Z,37.9276667,-122.1673333,9.856,2.8,ml,18,71,0.04775,0.11,nc,nc1033155,2016-12-15T10:23:53.727Z,"5 km N of Orinda, California",earthquake,0.3,0.49,,0,reviewed,nc,nc
1977-01-08T09:39:40.350Z,37.9225,-122.1731667,10.741,3.8,ml,23,78,0.05225,0.1,nc,nc1033156,2016-12-15T10:23:57.465Z,"5 km N of Orinda, California",earthquake,0.29,0.32,,0,reviewed,nc,nc
1977-01-08T09:41:02.060Z,37.9293333,-122.163,10.233,3.29,md,43,42,0.04414,0.09,nc,nc1033157,2016-12-15T10:24:01.926Z,"5 km NNE of Orinda, California",earthquake,0.17,0.37,0.06,11,reviewed,nc,nc
1977-01-08T09:43:58.030Z,37.9338333,-122.1583333,11.163,3.33,md,45,42,0.04144,0.09,nc,nc1033159,2016-12-15T10:24:13.487Z,"6 km NNW of Lafayette, California",earthquake,0.19,0.36,0.1,5,reviewed,nc,nc
1977-01-08T09:45:13.160Z,37.9308333,-122.1645,8.45,2.72,md,42,43,0.04595,0.1,nc,nc1033160,2016-12-15T10:24:17.379Z,"6 km NNE of Orinda, California",earthquake,0.2,0.42,0.02,3,reviewed,nc,nc
1977-01-08T09:45:35.730Z,37.9303333,-122.1601667,9.469,2.71,md,15,72,0.04234,0.1,nc,nc1033161,2016-12-15T10:24:21.136Z,"6 km NNE of Orinda, California",earthquake,0.33,0.5,0.09,4,reviewed,nc,nc
1977-01-08T09:51:54.770Z,37.928,-122.163,10.383,3,ml,53,42,0.04414,0.11,nc,nc1033167,2016-12-15T10:24:45.080Z,"5 km NNE of Orinda, California",earthquake,0.17,0.38,,0,reviewed,nc,nc
1977-01-08T09:54:55.990Z,37.9266667,-122.1611667,11.011,2.58,md,37,41,0.04234,0.08,nc,nc1033169,2016-12-15T10:24:55.850Z,"5 km NNE of Orinda, California",earthquake,0.18,0.42,0.06,9,reviewed,nc,nc
1977-01-08T10:02:38.850Z,19.3161667,-155.1376667,9.277,2.93,ml,32,84,,0.1,hv,hv19770054,2020-03-31T18:11:21.810Z,"16 km S of Fern Forest, Hawaii",earthquake,0.48,0.44,0.13,2,reviewed,hv,hv
1977-01-08T10:55:19.000Z,-3.579,140.099,26,5.1,mb,,,,,us,usp0000m41,2022-04-27T16:39:34.456Z,"123 km SSW of Abepura, Indonesia",earthquake,,,,,reviewed,us,us
1977-01-08T11:03:00.100Z,34.2311667,-116.6486667,7.89,2.81,ml,46,50,,0.22,ci,ci3332315,2016-02-01T20:08:51.260Z,"18km E of Big Bear City, CA",earthquake,0.4,1.08,0.237,5,reviewed,ci,ci
1977-01-08T11:15:49.300Z,-17.857,-178.621,571,4.9,mb,,,,,us,usp0000m43,2014-11-06T23:21:39.273Z,"219 km E of Levuka, Fiji",earthquake,,,,,reviewed,us,us
1977-01-08T12:24:45.400Z,-5.597,150.961,61,5.3,mb,,,,,us,usp0000m44,2022-04-27T16:39:41.379Z,"91 km E of Kimbe, Papua New Guinea",earthquake,,,,,reviewed,us,us
1977-01-08T15:15:45.420Z,35.0165,-118.7173333,8.64,3,ml,23,164,,0.28,ci,ci3332318,2016-02-01T20:03:05.750Z,"21km ENE of Grapevine, CA",earthquake,0.77,1.86,0.189,5,reviewed,ci,ci
