time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1955-01-16T04:51:04.040Z,35.0725,-118.9018333,6,3.48,ml,11,86,0.6278,0.63,ci,ci3298017,2016-01-28T17:59:54.620Z,"15km N of Grapevine, CA",earthquake,1.1,31.61,0.072,10,reviewed,ci,ci
1955-01-19T02:10:10.000Z,39.35,-118.25,,4.6,ml,,,,,ushis,ushis2010,2018-06-04T20:43:44.000Z,"40 km E of Fallon Station, Nevada",earthquake,,,,,reviewed,ushis,brk
1955-01-19T02:46:24.330Z,32.6036667,-115.5351667,6,3.64,ml,3,309,,0.35,ci,ci3298019,2016-01-28T18:18:26.670Z,"5km ENE of Progreso, B.C., MX",earthquake,2.83,31.61,0.33,6,reviewed,ci,ci
1955-01-20T03:48:52.770Z,15.112,-104.609,15,6.01,mw,,,,,iscgem,iscgem889142,2022-04-26T17:31:12.907Z,"off the coast of Michoacan, Mexico",earthquake,,25,0.32,,reviewed,iscgem,iscgem
1955-01-21T11:57:44.510Z,36.9973333,-118.1541667,10.13,3.81,ml,9,209,0.08316,0.2,ci,ci3298021,2016-04-02T03:24:57.346Z,"22km N of Independence, CA",earthquake,1.93,2.19,0.115,2,reviewed,ci,ci
1955-01-21T12:02:17.950Z,35.311,-118.5915,6,3,ml,8,127,0.3639,0.67,ci,ci3298022,2016-01-28T18:13:49.730Z,"24km NNW of Tehachapi, CA",earthquake,1.38,31.61,0.133,9,reviewed,ci,ci
1955-01-21T12:21:00.000Z,36.987,-118.1288333,8.9,3.81,ml,10,209,0.1052,0.21,ci,ci3298023,2016-01-28T18:13:50.230Z,"21km NNE of Independence, CA",earthquake,1.78,2.55,0.238,7,reviewed,ci,ci
1955-01-22T12:36:26.980Z,31.509,-115.7036667,6,4.22,ml,6,340,1.428,0.2,ci,ci3298024,2016-01-28T18:13:51.250Z,"85km ESE of Maneadero, B.C., MX",earthquake,6.31,31.61,0.121,10,reviewed,ci,ci
1955-01-22T18:57:24.360Z,33.1476667,-116.2335,6,3.29,ml,6,246,0.5658,0.55,ci,ci3298025,2016-01-28T18:22:49.710Z,"10km W of Ocotillo Wells, CA",earthquake,2.82,31.61,0.03,5,reviewed,ci,ci
1955-01-22T20:24:50.600Z,35.34,-118.6011667,6,2.89,ml,7,125,0.3384,0.61,ci,ci3298026,2016-01-28T18:09:05.180Z,"25km NE of Arvin, CA",earthquake,1.99,31.61,0.03,3,reviewed,ci,ci
1955-01-23T00:09:48.090Z,35.1606667,-118.8846667,6,2.75,ml,7,139,0.2888,0.51,ci,ci3298027,2016-01-28T18:18:34.420Z,"7km SW of Arvin, CA",earthquake,1.37,31.61,0.366,8,reviewed,ci,ci
1955-01-23T11:17:08.490Z,33.6473333,-116.7661667,11.62,3.19,ml,10,186,0.3038,0.39,ci,ci3298028,2016-01-28T18:08:57.430Z,"11km SSW of Idyllwild, CA",earthquake,1.13,1.9,0.097,8,reviewed,ci,ci
1955-01-25T07:24:39.100Z,36.073,-89.827,8,4.4,fa,,,,,ushis,ushis2012,2018-06-04T20:43:44.000Z,"1 km S of Steele, Missouri",earthquake,,,,,reviewed,ushis,sc
1955-01-25T12:23:49.580Z,33.854,-118.116,8.72,3.48,ml,7,180,,0.35,ci,ci3298030,2016-01-28T18:13:50.750Z,"2km E of Lakewood, CA",earthquake,2.3,2.96,0.4,8,reviewed,ci,ci
1955-01-25T14:50:10.920Z,80.633,-1.308,15,6.03,mw,,,,,iscgemsup,iscgemsup889157,2022-05-09T19:59:17.275Z,north of Svalbard,earthquake,,25,0.81,,reviewed,iscgemsup,iscgemsup
1955-01-25T23:26:46.000Z,39,-118,,4.7,ml,,,,,ushis,ushis2013,2018-06-04T20:43:44.000Z,"16 km NNW of Gabbs, Nevada",earthquake,,,,,reviewed,ushis,brk
1955-01-26T17:16:48.670Z,35.3631667,-118.5301667,6,3.1,ml,10,136,0.3024,0.58,ci,ci3298031,2016-01-28T18:22:56.770Z,"25km S of Bodfish, CA",earthquake,1.23,31.61,0.174,9,reviewed,ci,ci
1955-01-28T12:10:18.080Z,33.7475,-115.3266667,6,4.31,ml,8,262,,0.75,ci,ci3298032,2016-01-28T17:59:55.140Z,"8km ENE of Desert Center, CA",earthquake,5.25,31.61,0.065,8,reviewed,ci,ci
1955-01-28T17:02:42.850Z,33.136,82.579,35,6.47,mw,,,,,iscgem,iscgem889164,2022-04-26T17:31:18.875Z,western Xizang,earthquake,,25,0.22,,reviewed,iscgem,iscgem
1955-01-29T17:03:42.800Z,51.368,159.469,38.1,6.01,mw,,,,,iscgem,iscgem889166,2022-04-26T17:31:25.146Z,"188 km SSE of Vilyuchinsk, Russia",earthquake,,5.1,0.2,,reviewed,iscgem,iscgem
1955-01-31T05:03:06.600Z,-12.524,-57.291,15,6.34,mw,,,,,iscgem,iscgem889170,2022-04-26T17:31:30.966Z,"207 km WSW of Sinop, Brazil",earthquake,,3.5,0.2,,reviewed,iscgem,iscgem
1955-01-31T09:41:34.880Z,35.129,-118.6351667,6,2.8,ml,10,93,0.3367,0.72,ci,ci3298033,2016-01-28T18:00:01.770Z,"17km W of Tehachapi, CA",earthquake,1.51,31.61,0.206,6,reviewed,ci,ci
1955-01-31T16:02:13.820Z,46.215,153.17,25,6.31,mw,,,,,iscgem,iscgem889172,2022-04-26T17:31:32.769Z,Kuril Islands,earthquake,,4.5,0.2,,reviewed,iscgem,iscgem
1955-02-01T19:16:13.150Z,41.963,142.843,55,6.03,mw,,,,,iscgem,iscgem889174,2022-04-26T17:31:34.308Z,"56 km SE of Shizunai-furukawach?, Japan",earthquake,,5.3,0.24,,reviewed,iscgem,iscgem
1955-02-02T21:27:01.010Z,35.362,-118.5938333,6,2.98,ml,10,109,0.3156,0.59,ci,ci3298034,2016-01-28T18:09:06.210Z,"27km SSW of Bodfish, CA",earthquake,1.22,31.61,0.123,12,reviewed,ci,ci
1955-02-03T21:29:26.510Z,35.577,-118.577,4.1,2.97,ml,12,103,0.1199,0.61,ci,ci3298035,2016-01-28T17:55:32.940Z,"8km W of Bodfish, CA",earthquake,1.14,2.31,0.09,11,reviewed,ci,ci
1955-02-04T07:21:53.730Z,-17.091,66.715,15,6.26,mw,,,,,iscgem,iscgem889183,2022-04-26T17:31:35.852Z,Mauritius - Reunion region,earthquake,,3.4,0.2,,reviewed,iscgem,iscgem
1955-02-05T20:41:54.270Z,46.305,152.898,15,6.23,mw,,,,,iscgem,iscgem889187,2022-04-26T17:31:41.441Z,,earthquake,,18.1,0.35,,reviewed,iscgem,iscgem
1955-02-06T02:27:56.520Z,70.758,-14.183,15,5.86,mw,,,,,iscgem,iscgem889190,2022-04-26T17:31:43.311Z,"201 km W of Olonkinbyen, Svalbard and Jan Mayen",earthquake,,25,0.27,,reviewed,iscgem,iscgem
1955-02-06T14:51:59.130Z,40.044,78.266,15,5.33,mw,,,,,iscgemsup,iscgemsup889192,2022-05-09T19:59:27.024Z,"188 km WSW of Aykol, China",earthquake,,8.2,0.2,,reviewed,iscgemsup,iscgemsup
1955-02-07T07:52:31.450Z,31.7006667,-116.374,0.01,3.59,ml,5,342,1.009,0.5,ci,ci3298037,2016-01-28T18:18:27.170Z,"18km E of Maneadero, B.C., MX",earthquake,16.3,31.61,0.111,5,reviewed,ci,ci
1955-02-08T16:01:05.840Z,35.052,-119.1103333,1.01,2.76,ml,9,159,0.2494,0.56,ci,ci3297715,2016-01-28T18:27:34.550Z,"20km NW of Grapevine, CA",earthquake,1.26,2,0.13,9,reviewed,ci,ci
1955-02-09T15:51:15.730Z,35.3928333,-118.5451667,6,2.84,ml,10,97,0.2755,0.54,ci,ci3297716,2016-01-28T18:22:57.260Z,"22km SSW of Bodfish, CA",earthquake,1.14,31.61,0.131,6,reviewed,ci,ci
1955-02-10T00:03:26.170Z,50.213,156.405,59.3,5.92,mw,,,,,iscgem,iscgem889205,2022-04-26T17:31:45.618Z,"55 km SSE of Severo-Kuril’sk, Russia",earthquake,,5.2,0.2,,reviewed,iscgem,iscgem
1955-02-10T19:22:19.060Z,35.3235,-118.5325,6,2.7,ml,7,135,0.3419,0.57,ci,ci3297717,2016-01-28T18:18:34.910Z,"23km NNW of Tehachapi, CA",earthquake,1.41,31.61,0.169,7,reviewed,ci,ci
1955-02-10T21:15:17.100Z,35.3296667,-118.6215,6,2.89,ml,9,108,0.3535,0.49,ci,ci3297718,2016-01-28T18:09:06.740Z,"23km NE of Arvin, CA",earthquake,1.27,31.61,0.238,9,reviewed,ci,ci
1955-02-11T16:12:32.000Z,39.47,-118.1,,4.7,ml,,,,,ushis,ushis2014,2018-06-04T20:43:44.000Z,"53 km E of Fallon Station, Nevada",earthquake,,,,,reviewed,ushis,brk
1955-02-11T19:44:30.270Z,35.366,-118.6158333,6,4.4,ml,10,93,0.3179,0.62,ci,ci3297719,2018-06-04T20:43:44.000Z,"26km NE of Arvin, CA",earthquake,1.64,31.61,0.163,11,reviewed,ci,ci
1955-02-11T22:25:58.600Z,35.342,-118.6306667,6,3.02,ml,10,108,0.3446,0.65,ci,ci3297721,2016-01-28T18:22:57.760Z,"23km NE of Arvin, CA",earthquake,1.67,31.61,0.033,10,reviewed,ci,ci
1955-02-12T04:14:24.330Z,35.3696667,-118.4685,6,2.55,ml,6,146,0.2925,0.66,ci,ci3297722,2016-01-28T18:22:58.250Z,"24km S of Bodfish, CA",earthquake,2.08,31.61,0.267,6,reviewed,ci,ci
1955-02-12T11:34:37.300Z,35.067,-118.9485,0.07,2.84,ml,8,100,0.199,0.57,ci,ci3297723,2016-01-28T18:18:27.730Z,"14km N of Grapevine, CA",earthquake,1.22,2.63,0.175,9,reviewed,ci,ci
1955-02-12T13:52:47.900Z,35.1683333,-118.6706667,6,3.27,ml,9,106,0.351,0.49,ci,ci3297724,2016-01-28T18:13:57.440Z,"15km ESE of Arvin, CA",earthquake,0.89,31.61,0.113,8,reviewed,ci,ci
1955-02-13T00:23:03.630Z,36.8968333,-118.1611667,1.13,3.77,ml,8,186,0.1665,0.83,ci,ci3297725,2016-01-28T18:27:35.540Z,"11km NNE of Independence, CA",earthquake,8.54,15.79,0.317,8,reviewed,ci,ci
1955-02-13T03:49:29.210Z,35.3001667,-118.4873333,6,3.44,ml,12,117,0.362,0.48,ci,ci3297726,2016-01-28T18:08:57.920Z,"19km N of Tehachapi, CA",earthquake,1.08,31.61,0.11,10,reviewed,ci,ci
1955-02-13T05:05:27.370Z,35.328,-118.4983333,6,2.66,ml,11,116,0.3346,0.6,ci,ci3297727,2016-01-28T18:08:58.420Z,"22km NNW of Tehachapi, CA",earthquake,1.28,31.61,0.11,10,reviewed,ci,ci
1955-02-14T16:53:22.890Z,3.459,126.864,35,6.3,mw,,,,,iscgem,iscgem889217,2022-04-26T17:31:46.759Z,"229 km NNW of Tobelo, Indonesia",earthquake,,22.4,0.29,,reviewed,iscgem,iscgem
1955-02-15T01:56:49.160Z,31.1775,-116.2391667,6,3.63,ml,2,360,1.543,0.89,ci,ci3297730,2016-01-28T17:55:33.470Z,"68km SSE of Maneadero, B.C., MX",earthquake,74.94,31.61,0.275,5,reviewed,ci,ci
1955-02-15T05:58:15.340Z,33.8261667,-118.5205,6,3.07,ml,6,276,0.4331,0.55,ci,ci3297732,2016-01-28T18:27:36.040Z,"12km WSW of Hermosa Beach, CA",earthquake,2.94,31.61,0.772,2,reviewed,ci,ci
1955-02-15T06:20:22.110Z,-13.423,166.823,65,6.16,mw,,,,,iscgem,iscgem16968952,2022-04-26T16:04:30.463Z,"93 km WNW of Sola, Vanuatu",earthquake,,25,0.43,,reviewed,iscgem,iscgem
1955-02-15T06:21:28.600Z,-13.754,166.837,65,6.12,mw,,,,,iscgem,iscgem889219,2022-04-26T17:31:53.220Z,"78 km W of Sola, Vanuatu",earthquake,,25,0.26,,reviewed,iscgem,iscgem
1955-02-18T15:27:28.380Z,32.0695,-116.1041667,6,4.53,ml,5,339,0.7756,0.18,ci,ci3297733,2017-02-07T01:31:37.303Z,"54km ENE of Ensenada, B.C., MX",earthquake,6.19,31.61,0.069,9,reviewed,ci,ci
1955-02-18T22:48:39.000Z,30.387,67.1,15,5.96,mw,,,,,iscgem,iscgem889228,2022-04-26T17:31:59.606Z,"23 km NNE of Kot Malik Barkhurdar, Pakistan",earthquake,,25,0.25,,reviewed,iscgem,iscgem
1955-02-19T23:50:07.000Z,39.3,-117.8,,4.8,ml,,,,,ushis,ushis2016,2018-06-04T20:43:44.000Z,"49 km NNE of Gabbs, Nevada",earthquake,,,,,reviewed,ushis,brk
1955-02-20T15:12:00.500Z,31.6071667,-116.1311667,6,4.26,ml,8,345,1.164,0.32,ci,ci3297734,2016-01-28T18:22:50.190Z,"43km ESE of Maneadero, B.C., MX",earthquake,9.55,31.61,0.06,9,reviewed,ci,ci
1955-02-20T17:54:38.980Z,35.3195,-118.5215,6,3.1,ml,7,146,0.3447,0.42,ci,ci3297735,2016-01-28T18:22:58.780Z,"22km NNW of Tehachapi, CA",earthquake,1.25,31.61,0.237,2,reviewed,ci,ci
1955-02-21T10:06:55.170Z,33.9563333,-118.3163333,11.79,2.85,ml,12,162,0.2264,0.47,ci,ci3297736,2016-01-28T18:08:58.950Z,"3km E of Inglewood, CA",earthquake,1.64,1.96,0.476,7,reviewed,ci,ci
1955-02-21T23:14:48.610Z,40.746,-29.305,15,5.26,mw,,,,,iscgemsup,iscgemsup889238,2022-05-09T19:59:36.144Z,"211 km NE of Santa Cruz das Flores, Portugal",earthquake,,2.6,0.2,,reviewed,iscgemsup,iscgemsup
1955-02-23T18:31:48.340Z,-34.455,54.084,15,6.07,mw,,,,,iscgem,iscgem889245,2022-04-26T17:32:05.015Z,Southwest Indian Ridge,earthquake,,25,0.69,,reviewed,iscgem,iscgem
1955-02-23T19:43:58.950Z,33.8681667,-118.0031667,6,2.69,ml,6,216,0.3125,0.19,ci,ci3297738,2016-01-28T18:27:36.530Z,"0km W of Buena Park, CA",earthquake,1.04,19.82,0.043,4,reviewed,ci,ci
1955-02-25T18:29:47.600Z,34.1051667,-117.4845,6.02,2.83,ml,8,135,0.1435,0.32,ci,ci3297739,2016-01-28T18:27:37.020Z,"3km WNW of Fontana, CA",earthquake,1.2,2.13,0.337,5,reviewed,ci,ci
1955-02-26T19:40:58.160Z,34.971,-119.0045,14.2,3.03,ml,10,141,0.1311,0.41,ci,ci3297740,2016-01-28T17:59:55.660Z,"8km WNW of Grapevine, CA",earthquake,0.81,1.03,0.216,9,reviewed,ci,ci
1955-02-27T20:43:27.880Z,-28.336,-175.599,15,7.52,mw,,,,,iscgem,iscgem889257,2022-04-26T17:32:06.387Z,Kermadec Islands region,earthquake,,3.7,0.35,,reviewed,iscgem,iscgem
1955-02-28T20:42:36.120Z,-11.417,66.266,15,6.08,mw,,,,,iscgem,iscgem889261,2022-04-26T17:32:07.499Z,Mid-Indian Ridge,earthquake,,8.6,0.29,,reviewed,iscgem,iscgem
1955-03-01T04:43:02.130Z,65.27,-133.163,10,6.35,mw,,,,,iscgem,iscgem889265,2022-04-26T17:32:12.873Z,"253 km SSE of Fort McPherson, Canada",earthquake,,25,0.39,,reviewed,iscgem,iscgem
1955-03-01T14:41:43.570Z,30.6,141.95,15,5.81,mw,,,,,iscgem,iscgem889270,2022-04-26T17:32:14.285Z,,earthquake,,11.1,0.2,,reviewed,iscgem,iscgem
1955-03-01T22:38:00.000Z,35.2851667,-118.6183333,6,3.57,ml,10,109,0.3948,0.7,ci,ci3297742,2016-01-28T17:55:34.990Z,"21km ENE of Arvin, CA",earthquake,1.34,31.61,0.121,12,reviewed,ci,ci
1955-03-02T15:59:00.910Z,35.902,-120.9985,6,4.77,ml,11,278,,0.72,ci,ci3297743,2018-06-04T20:43:44.000Z,"22km NNW of Lake Nacimiento, CA",earthquake,5.98,31.61,0.219,12,reviewed,ci,ci
1955-03-02T20:02:51.830Z,36.0251667,-120.9721667,6,3.74,ml,7,328,1.759,0.52,ci,ci3297744,2016-01-28T18:04:39.260Z,"25km SE of King City, CA",earthquake,4.7,31.61,0.131,8,reviewed,ci,ci
1955-03-02T21:56:53.500Z,35.3261667,-118.5856667,6,2.82,ml,8,168,0.348,0.56,ci,ci3297745,2016-01-28T18:04:39.750Z,"25km NNW of Tehachapi, CA",earthquake,3.03,31.61,0.231,11,reviewed,ci,ci
1955-03-03T20:47:26.620Z,71.527,-3.961,15,5.31,mw,,,,,iscgemsup,iscgemsup889279,2022-05-09T19:59:48.181Z,"183 km ENE of Olonkinbyen, Svalbard and Jan Mayen",earthquake,,2.9,0.33,,reviewed,iscgemsup,iscgemsup
1955-03-06T06:18:09.840Z,-1.812,100.454,38.3,6.09,mw,,,,,iscgem,iscgem889286,2022-04-26T17:32:20.189Z,"southern Sumatra, Indonesia",earthquake,,5.1,0.2,,reviewed,iscgem,iscgem
1955-03-06T10:55:33.200Z,9.574,122.347,15,6.07,mw,,,,,iscgem,iscgem889287,2022-04-26T17:32:21.419Z,"14 km SW of Cayhagan, Philippines",earthquake,,12.7,0.25,,reviewed,iscgem,iscgem
1955-03-06T12:23:16.870Z,34.9863333,-116.6926667,6,2.74,mh,6,252,1.14,0.59,ci,ci3297747,2016-01-28T17:55:35.510Z,"31km S of Fort Irwin, CA",earthquake,2.95,31.61,0.124,10,reviewed,ci,ci
1955-03-06T13:33:36.360Z,9.649,122.576,15,6.31,mw,,,,,iscgem,iscgem889288,2022-04-26T17:32:22.502Z,"11 km E of Bacuyangan, Philippines",earthquake,,12.7,0.21,,reviewed,iscgem,iscgem
1955-03-06T20:55:28.690Z,38.096,72.784,124.9,6.33,mw,,,,,iscgem,iscgem889289,2022-04-26T17:32:23.605Z,"104 km W of Murghob, Tajikistan",earthquake,,6.4,0.34,,reviewed,iscgem,iscgem
1955-03-07T09:29:27.280Z,35.1416667,-118.9756667,6,2.77,ml,8,120,0.5673,0.81,ci,ci3297748,2016-01-28T18:27:38.050Z,"14km SSW of Lamont, CA",earthquake,1.49,31.61,0.243,10,reviewed,ci,ci
1955-03-07T12:27:31.710Z,35.3128333,-118.5611667,6,2.69,ml,7,112,0.4501,0.45,ci,ci3297750,2016-01-28T17:55:36.010Z,"22km NNW of Tehachapi, CA",earthquake,1.16,31.61,0.202,8,reviewed,ci,ci
1955-03-08T08:21:26.100Z,19.335,-154.997,,5.4,ml,,,,,ushis,ushis2018,2018-06-04T20:43:44.000Z,"17 km SSW of Leilani Estates, Hawaii",earthquake,,,,,reviewed,ushis,hvo
1955-03-08T20:05:17.000Z,39.2,-118.55,,4.5,ml,,,,,ushis,ushis2019,2018-06-04T20:43:44.000Z,"27 km SSE of Fallon Station, Nevada",earthquake,,,,,reviewed,ushis,brk
1955-03-09T01:54:57.220Z,34.4523333,-116.7921667,0.06,2.77,ml,7,277,0.2313,0.49,ci,ci3297751,2016-01-28T18:04:40.260Z,"16km E of Lucerne Valley, CA",earthquake,1.6,1.72,0.274,8,reviewed,ci,ci
1955-03-09T01:55:33.080Z,34.4436667,-116.8276667,0.06,2.9,ml,7,276,0.2124,0.48,ci,ci3297752,2016-01-28T18:22:50.690Z,"13km E of Lucerne Valley, CA",earthquake,1.94,1.86,0.187,10,reviewed,ci,ci
1955-03-09T02:26:27.900Z,34.4403333,-116.8201667,0.06,2.62,mh,7,276,0.2114,0.39,ci,ci3297753,2016-01-28T17:59:56.160Z,"14km E of Lucerne Valley, CA",earthquake,2.01,1.69,0.227,12,reviewed,ci,ci
1955-03-09T02:26:28.530Z,-31.178,-13.279,15,6.18,mw,,,,,iscgem,iscgem889296,2022-04-26T17:32:28.968Z,southern Mid-Atlantic Ridge,earthquake,,3.9,0.4,,reviewed,iscgem,iscgem
1955-03-09T09:19:11.270Z,24.065,122.481,15,5.8,mw,,,,,iscgem,iscgem889298,2022-04-26T17:32:30.286Z,"68 km SW of Yonakuni, Japan",earthquake,,14.3,0.22,,reviewed,iscgem,iscgem
1955-03-09T10:48:33.750Z,35.3823333,-118.5506667,6,2.74,ml,8,132,0.2867,0.5,ci,ci3297754,2016-01-28T18:13:57.940Z,"24km SSW of Bodfish, CA",earthquake,2.4,31.61,0.16,8,reviewed,ci,ci
1955-03-10T02:18:02.870Z,34.8505,-117.2363333,6,2.91,ml,7,205,0.6647,0.59,ci,ci3297755,2016-01-28T18:04:40.770Z,"20km WSW of Barstow, CA",earthquake,1.93,31.61,0.356,7,reviewed,ci,ci
1955-03-10T11:45:30.460Z,35.3676667,-118.5386667,6.51,2.75,ml,9,103,0.2991,0.45,ci,ci3297756,2016-01-28T18:22:51.190Z,"25km S of Bodfish, CA",earthquake,1.57,4.97,0.277,7,reviewed,ci,ci
1955-03-10T14:53:08.690Z,33.8838333,-117.82,6,2.54,ml,8,173,0.3854,0.36,ci,ci3297757,2016-01-28T17:55:36.510Z,"1km SW of Yorba Linda, CA",earthquake,1.17,31.61,0.293,4,reviewed,ci,ci
1955-03-10T21:10:16.460Z,-15.135,-173.068,15,6.05,mw,,,,,iscgem,iscgem889302,2022-04-26T17:32:31.515Z,"119 km NE of Hihifo, Tonga",earthquake,,19.9,0.4,,reviewed,iscgem,iscgem
1955-03-11T14:23:16.000Z,39.3,-118.1,,4.5,ml,,,,,ushis,ushis2020,2018-06-04T20:43:44.000Z,"50 km NNW of Gabbs, Nevada",earthquake,,,,,reviewed,ushis,brk
1955-03-11T21:43:43.050Z,51.163,158.208,62,5.66,mw,,,,,iscgem,iscgem889306,2022-04-26T17:32:32.638Z,"124 km ESE of Ozernovskiy, Russia",earthquake,,5.4,0.65,,reviewed,iscgem,iscgem
