time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-05-02T04:08:13.400Z,30.7048,51.4904,8,5.3,mww,,23,6.548,0.82,us,us1000dvqr,2022-05-03T19:11:05.989Z,"10 km WNW of Yasuj, Iran",earthquake,6.8,1.8,0.061,26,reviewed,us,us
2018-05-02T04:41:21.900Z,18.0674,145.6965,117.56,4.5,mb,,129,2.812,0.49,us,us1000dvr7,2018-07-27T20:20:32.040Z,"Pagan region, Northern Mariana Islands",earthquake,14.3,8.5,0.053,105,reviewed,us,us
2018-05-02T04:41:25.590Z,56.5677,-148.7478,19.36,3.2,ml,,208,2.417,0.62,us,us1000dw21,2023-07-07T16:59:08.783Z,"243 km ESE of Chiniak, Alaska",earthquake,4.6,9.9,0.048,58,reviewed,us,us
2018-05-02T04:43:31.414Z,62.0538,-141.0674,2,3.1,ml,,,,0.92,ak,ak0185lu7cvp,2023-07-07T16:59:09.828Z,"69 km S of Alcan Border, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-05-02T05:22:39.458Z,61.975,-150.4213,54.8,3,ml,,,,0.63,ak,ak0185luob2h,2023-07-07T16:59:11.189Z,"32 km NW of Willow, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-05-02T05:31:07.450Z,19.1883,-67.7635,12,2.57,md,8,230,0.9721,0.4,pr,pr2018122003,2018-07-27T20:20:36.040Z,"95 km NE of Punta Cana, Dominican Republic",earthquake,6.86,5.83,0.24,5,reviewed,pr,pr
2018-05-02T06:21:31.870Z,18.5631,-67.8853,101,3.01,md,15,173,0.8173,0.55,pr,pr2018122005,2018-07-27T20:20:36.040Z,"54 km E of Punta Cana, Dominican Republic",earthquake,4.29,3.03,0.48,15,reviewed,pr,pr
2018-05-02T06:26:30.130Z,-24.4825,-112.1147,10,5,mb,,198,3.597,1.02,us,us1000dvrj,2018-07-27T20:20:32.040Z,Easter Island region,earthquake,15,1.9,0.048,141,reviewed,us,us
2018-05-02T06:31:32.060Z,-24.3311,-111.9198,10,5.5,mwb,,68,3.599,1.03,us,us1000dvrn,2018-07-27T20:20:32.040Z,Easter Island region,earthquake,11,1.8,0.056,31,reviewed,us,us
2018-05-02T06:32:49.020Z,-24.2723,-111.6328,10,6,mww,,38,3.492,1.21,us,us1000dw7i,2022-05-03T19:11:07.344Z,Easter Island region,earthquake,10.3,1.8,0.058,29,reviewed,us,us
2018-05-02T06:38:30.360Z,19.4218333,-154.9331667,0.26,2.54,ml,45,199,0.03647,0.14,hv,hv70105826,2018-09-18T03:27:21.020Z,"5 km SSW of Leilani Estates, Hawaii",earthquake,0.64,0.35,0.239,12,reviewed,hv,hv
2018-05-02T06:40:41.720Z,19.2905,-68.0301,24,2.97,md,4,344,1.4609,0.28,pr,pr2018122006,2018-07-27T20:20:36.040Z,"87 km NNE of Punta Cana, Dominican Republic",earthquake,6.62,24.59,0.16,3,reviewed,pr,pr
2018-05-02T06:46:59.660Z,-23.7018,-111.3604,10,4.8,mb,,154,3.858,0.91,us,us1000dvs8,2018-07-27T20:20:32.040Z,Easter Island region,earthquake,14.1,1.9,0.071,62,reviewed,us,us
2018-05-02T06:47:43.070Z,19.3333333,-154.9806667,-0.6,3.06,ml,17,222,0.1023,0.12,hv,hv70105836,2018-07-27T20:20:35.040Z,"16 km SSW of Leilani Estates, Hawaii",earthquake,1.16,0.35,0.157,37,reviewed,hv,hv
2018-05-02T06:51:58.950Z,18.9706,-67.888,93,2.84,md,7,211,1.1293,0.39,pr,pr2018122007,2018-07-27T20:20:36.040Z,"69 km NE of Punta Cana, Dominican Republic",earthquake,6.14,4.95,0.37,4,reviewed,pr,pr
2018-05-02T07:01:45.370Z,18.2928,-68.0205,96,3,md,13,155,0.9259,0.37,pr,pr2018122008,2018-07-27T20:20:36.040Z,"51 km SE of Punta Cana, Dominican Republic",earthquake,2.29,2.009,0.42,12,reviewed,pr,pr
2018-05-02T07:05:14.560Z,-6.2825,149.0815,72.33,4.3,mb,,118,3.528,0.77,us,us1000e1c7,2018-07-27T20:20:32.040Z,"52 km W of Kandrian, Papua New Guinea",earthquake,7.6,13,0.137,15,reviewed,us,us
2018-05-02T07:15:57.019Z,58.7642,-141.3021,9.8,3.9,ml,,,,0.94,ak,ak0185lvtpmd,2023-07-07T16:59:20.226Z,"125 km SW of Yakutat, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2018-05-02T07:16:19.709Z,60.0608,-143.204,7.2,3,ml,,,,0.65,ak,ak19300695,2018-05-02T16:21:08.030Z,"151 km ESE of Cordova, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-05-02T07:19:14.410Z,18.9353,-67.4065,5,3.23,md,11,315,0.5532,0.23,pr,pr2018122004,2018-07-27T20:20:36.040Z,"58 km NNW of San Antonio, Puerto Rico",earthquake,1.87,1.57,0.17,9,reviewed,pr,pr
2018-05-02T07:24:17.890Z,56.2541,-149.2283,23.09,2.8,ml,,224,2.39,0.81,us,us1000dye7,2023-07-07T16:59:21.483Z,"239 km SE of Chiniak, Alaska",earthquake,8.2,10.4,0.085,18,reviewed,us,us
2018-05-02T07:32:49.040Z,19.0043,-68.1105,60,3.23,md,7,335,1.1344,0.42,pr,pr2018122009,2018-07-27T20:20:36.040Z,"56 km NNE of Punta Cana, Dominican Republic",earthquake,4.31,11.91,0.18,6,reviewed,pr,pr
2018-05-02T07:42:15.920Z,19.0523,-67.8001,80,2.56,md,7,220,0.9037,0.42,pr,pr2018122010,2018-07-27T20:20:36.040Z,"82 km NE of Punta Cana, Dominican Republic",earthquake,4.74,4.69,0.27,6,reviewed,pr,pr
2018-05-02T07:45:00.440Z,56.235,-149.6914,20.32,3.1,ml,,226,2.215,0.46,us,us1000dye9,2023-07-07T16:59:23.621Z,"219 km SE of Chiniak, Alaska",earthquake,8.3,11.3,0.069,28,reviewed,us,us
2018-05-02T07:46:56.270Z,55.964,-149.5919,9.3,3.2,ml,,216,2.401,1.09,us,us1000dyea,2023-07-07T16:59:25.878Z,"246 km SE of Chiniak, Alaska",earthquake,8.3,8.4,0.066,30,reviewed,us,us
2018-05-02T08:22:36.700Z,55.924,-149.8158,7.46,2.7,ml,,271,2.32,0.54,us,us1000dyec,2023-07-07T16:59:31.593Z,"240 km SE of Chiniak, Alaska",earthquake,9.8,9.8,0.085,18,reviewed,us,us
2018-05-02T08:43:58.330Z,56.2035,-149.1574,22.19,3.5,ml,,196,2.453,0.9,us,us1000dyed,2023-07-07T16:59:33.552Z,"246 km SE of Chiniak, Alaska",earthquake,7.3,9.9,0.052,48,reviewed,us,us
2018-05-02T09:02:42.560Z,18.9083,-67.8763,77,2.5,md,8,205,0.883,0.55,pr,pr2018122012,2018-07-27T20:20:36.040Z,"66 km ENE of Punta Cana, Dominican Republic",earthquake,6.66,7.19,0.29,7,reviewed,pr,pr
2018-05-02T09:15:16.970Z,-20.1921,-69.107,100.23,4.8,mb,,44,0.066,0.67,us,us1000dvti,2022-08-08T02:56:59.851Z,"109 km E of Iquique, Chile",earthquake,6,5.2,0.045,152,reviewed,us,us
2018-05-02T09:31:12.320Z,19.3128333,-154.9645,1.06,3,ml,11,269,0.1259,0.11,hv,hv70106286,2018-07-27T20:20:36.040Z,"18 km SSW of Leilani Estates, Hawaii",earthquake,1.45,31.61,0.146,40,reviewed,hv,hv
2018-05-02T10:07:12.970Z,19.3416667,-155.0011667,8.98,2.86,ml,6,247,0.09152,0.01,hv,hv70106386,2018-07-27T20:20:36.040Z,"16 km SSW of Leilani Estates, Hawaii",earthquake,2.68,2.05,0.16,40,reviewed,hv,hv
2018-05-02T10:11:41.480Z,19.3393333,-155.0035,10.71,2.93,ml,8,246,0.09224,0.09,hv,hv70106391,2018-07-27T20:20:36.040Z,"17 km SSW of Leilani Estates, Hawaii",earthquake,2.75,31.61,0.138,41,reviewed,hv,hv
2018-05-02T10:13:19.820Z,52.6302,-32.105,10,5.3,mww,,83,11.206,0.72,us,us1000dvu2,2018-07-27T20:20:32.040Z,Reykjanes Ridge,earthquake,9.6,1.9,0.071,19,reviewed,us,us
2018-05-02T10:17:35.490Z,19.448,-154.8741608,0.48,2.5,ml,18,259,0.03488,0.34,hv,hv70106396,2018-07-27T20:20:32.040Z,"5 km ESE of Leilani Estates, Hawaii",earthquake,1.65,0.47,4.81,4,automatic,hv,hv
2018-05-02T10:48:24.210Z,19.389,-155.1075,0.96,2.54,ml,15,91,0.004412,0.13,hv,hv70106476,2018-07-27T20:20:36.040Z,"8 km SSE of Fern Forest, Hawaii",earthquake,0.46,0.15,0.117,3,reviewed,hv,hv
2018-05-02T10:51:34.610Z,55.8509,-149.5004,7.23,3.3,ml,,202,2.508,0.54,us,us1000dyee,2023-07-07T16:59:53.028Z,"259 km SE of Chiniak, Alaska",earthquake,9.3,7.8,0.053,46,reviewed,us,us
2018-05-02T11:37:22.522Z,65.0251,-134.4553,11,2.8,ml,,,,0.64,ak,ak19301396,2023-07-07T16:59:58.899Z,"261 km ENE of Dawson City, Canada",earthquake,,0.3,,,reviewed,ak,ak
2018-05-02T11:57:03.910Z,-23.7705,179.9801,518.93,4.2,mb,,122,6.26,0.56,us,us1000e1cf,2018-07-27T20:20:32.040Z,south of the Fiji Islands,earthquake,15.5,8,0.081,43,reviewed,us,us
2018-05-02T12:08:42.180Z,-41.973,174.1557,10,4,mb,,72,0.228,1.03,us,us1000dvvf,2018-07-27T20:20:32.040Z,"53 km SSE of Blenheim, New Zealand",earthquake,3.8,1.9,0.173,9,reviewed,us,us
2018-05-02T12:17:12.050Z,-6.0209,149.8446,35,4.8,mb,,83,4.287,0.82,us,us1000dvvj,2022-05-03T19:53:24.511Z,"38 km ENE of Kandrian, Papua New Guinea",earthquake,8.2,2,0.06,85,reviewed,us,us
2018-05-02T12:35:55.030Z,19.0638,-67.841,74,3.17,md,8,217,0.9424,0.58,pr,pr2018122013,2018-07-27T20:20:36.040Z,"79 km NE of Punta Cana, Dominican Republic",earthquake,5.4,6.77,0.07,6,reviewed,pr,pr
2018-05-02T12:37:13.920Z,55.6561,-149.2783,7.11,3,ml,,238,2.724,0.41,us,us1000dyeg,2023-07-07T17:00:07.102Z,"285 km SE of Chiniak, Alaska",earthquake,11.4,8.1,0.069,28,reviewed,us,us
2018-05-02T12:42:55.520Z,56.2213,-149.4528,20.29,2.7,ml,,241,2.32,0.32,us,us1000dyeh,2023-07-07T17:00:13.078Z,"231 km SE of Chiniak, Alaska",earthquake,7.9,10.3,0.081,20,reviewed,us,us
2018-05-02T13:00:29.450Z,19.4348335,-154.8491669,9.03,2.84,ml,22,282,0.05854,0.37,hv,hv70106821,2018-07-27T20:20:32.040Z,"8 km ESE of Leilani Estates, Hawaii",earthquake,1.93,0.81,0.22,3,automatic,hv,hv
2018-05-02T13:03:09.810Z,19.4481659,-154.8451691,-0.33,2.74,ml,33,274,0.05194,0.23,hv,hv70106826,2018-07-27T20:20:36.040Z,"7 km ESE of Leilani Estates, Hawaii",earthquake,1.31,0.33,3.47,7,automatic,hv,hv
2018-05-02T13:48:34.790Z,56.6365,-147.709,17.16,3.1,ml,,196,2.889,0.55,us,us1000dyei,2023-07-07T17:00:23.803Z,"297 km ESE of Chiniak, Alaska",earthquake,7.8,7.9,0.045,66,reviewed,us,us
2018-05-02T13:55:13.990Z,19.3933334,-154.8296661,4.55,2.85,ml,7,290,0.1043,0.36,hv,hv70106976,2018-07-27T20:20:36.040Z,"Hawaii region, Hawaii",earthquake,2.02,3.1,0.4,4,automatic,hv,hv
2018-05-02T14:14:08.450Z,19.332,-155.0171667,8.4,2.79,ml,7,241,0.08888,0.01,hv,hv70107031,2022-08-08T02:57:42.377Z,"18 km SW of Leilani Estates, Hawaii",earthquake,2.28,1.85,0.126,30,reviewed,hv,hv
2018-05-02T14:36:25.410Z,19.6233,-67.6646,68,3.39,md,9,260,1.5589,0.43,pr,pr2018122015,2018-07-27T20:20:36.040Z,"138 km NNW of San Antonio, Puerto Rico",earthquake,4.07,14.06,0.07,7,reviewed,pr,pr
2018-05-02T15:03:08.120Z,56.0512,-149.8376,23.95,2.9,ml,,192,2.238,0.79,us,us1000dyej,2023-07-07T17:00:33.317Z,"228 km SE of Chiniak, Alaska",earthquake,7.4,10.3,0.069,28,reviewed,us,us
2018-05-02T15:05:03.800Z,19.4536667,-154.8841667,-0.14,2.63,ml,11,243,0.02681,0.21,hv,hv70107166,2019-01-08T03:24:37.740Z,"3 km ESE of Leilani Estates, Hawaii",earthquake,0.53,0.22,0.185,15,reviewed,hv,hv
2018-05-02T15:17:26.220Z,12.7118,-88.3073,70.8,4.4,mb,,130,1.322,1.11,us,us1000dvx9,2018-07-27T20:20:32.040Z,"59 km SSW of Chirilagua, El Salvador",earthquake,8.2,8.3,0.047,130,reviewed,us,us
2018-05-02T15:44:48.830Z,52.3628,-169.3422,35,2.9,ml,,203,0.483,0.56,us,us1000dyel,2023-07-07T17:00:36.574Z,"71 km SSW of Nikolski, Alaska",earthquake,5.4,2,,,reviewed,us,ak
2018-05-02T15:45:30.910Z,-10.1018,160.9327,38.75,5.3,mb,,61,1.173,0.84,us,us1000dvxz,2022-05-03T19:11:12.818Z,"115 km WNW of Kirakira, Solomon Islands",earthquake,3.7,5.8,0.034,295,reviewed,us,us
2018-05-02T16:07:27.420Z,56.2702,-149.4142,21.74,3.1,ml,,189,2.302,0.75,us,us1000dyem,2023-07-07T17:00:38.602Z,"229 km SE of Chiniak, Alaska",earthquake,7.9,10.3,0.049,54,reviewed,us,us
2018-05-02T16:09:54.760Z,-33.2584,-70.0097,111.21,4.8,mww,,26,0.187,1.01,us,us1000dvy8,2019-01-20T01:59:54.965Z,"57 km ENE of Villa Presidente Frei, Ñuñoa, Santiago, Chile, Chile",earthquake,5.2,3,0.057,30,reviewed,us,us
2018-05-02T17:03:00.240Z,19.4553333,-154.8705,0.83,2.69,ml,5,266,0.03011,0.09,hv,hv70107466,2018-07-27T20:20:36.040Z,"5 km ESE of Leilani Estates, Hawaii",earthquake,0.89,0.52,0.236,3,reviewed,hv,hv
2018-05-02T17:16:01.870Z,19.4371667,-154.9231667,3.18,2.51,ml,23,196,0.01899,0.11,hv,hv70107496,2018-09-22T01:02:41.020Z,"3 km S of Leilani Estates, Hawaii",earthquake,0.81,0.46,0.191,12,reviewed,hv,hv
2018-05-02T17:31:12.330Z,40.9223333,-123.6601667,28.05,2.54,md,46,61,0.07262,0.12,nc,nc73009496,2018-05-04T05:33:04.019Z,"3km SW of Willow Creek, CA",earthquake,0.23,0.46,0.121,42,reviewed,nc,nc
2018-05-02T18:30:33.050Z,-15.4906,167.3574,146.18,4.2,mb,,269,5.259,1.38,us,us1000e1cn,2018-07-27T20:20:32.040Z,"21 km E of Luganville, Vanuatu",earthquake,15.2,13.5,0.141,14,reviewed,us,us
2018-05-02T18:44:42.570Z,-8.9225,-79.2798,51.21,4.4,mb,,189,1.98,0.52,us,us1000e1cp,2018-07-27T20:20:32.040Z,"69 km W of Puerto Santa, Peru",earthquake,9.7,10.3,0.134,16,reviewed,us,us
2018-05-02T19:12:02.730Z,-31.3579,-13.5056,10,4.7,mb,,92,34.909,0.4,us,us1000e1cq,2018-07-27T20:20:32.040Z,southern Mid-Atlantic Ridge,earthquake,8.9,1.9,0.142,15,reviewed,us,us
2018-05-02T19:19:33.850Z,19.4576667,-154.9083333,3.08,2.76,ml,9,192,0.009732,0.12,hv,hv70107841,2018-07-27T20:20:37.040Z,"1 km SE of Leilani Estates, Hawaii",earthquake,1.07,0.32,0.183,25,reviewed,hv,hv
2018-05-02T19:21:47.320Z,-1.8241,115.8136,10,4.3,mb,,96,1.302,0.44,us,us1000e1cr,2018-07-27T20:20:32.040Z,"90 km NE of Amuntai, Indonesia",earthquake,4.7,2,0.188,8,reviewed,us,us
2018-05-02T19:36:03.190Z,19.437,-154.9246667,3.51,2.51,ml,7,217,0.01953,0.1,hv,hv70107896,2018-07-27T20:20:36.040Z,"3 km SSW of Leilani Estates, Hawaii",earthquake,1.73,1.06,0.165,14,reviewed,hv,hv
2018-05-02T20:09:17.930Z,56.2736,-148.6142,10,2.9,ml,,204,2.645,0.77,us,us1000dyeq,2023-07-07T17:00:57.353Z,"268 km SE of Chiniak, Alaska",earthquake,8.4,2,0.06,36,reviewed,us,us
2018-05-02T20:29:07.260Z,-16.6988,168.9417,202.42,4.3,mb,,258,4.365,0.78,us,us1000e1d0,2018-07-27T20:20:32.040Z,"132 km NNE of Port-Vila, Vanuatu",earthquake,13.4,11.2,0.129,17,reviewed,us,us
2018-05-02T21:16:08.060Z,35.8114,28.3691,64.93,4.6,mb,,47,0.448,0.84,us,us1000dw8h,2022-08-08T02:58:31.911Z,"44 km SE of Lárdos, Greece",earthquake,5.8,6.9,0.063,75,reviewed,us,us
2018-05-02T21:23:01.880Z,56.3165,-148.7735,21.63,2.8,ml,,236,2.548,0.53,us,us1000dyet,2023-07-07T17:01:15.219Z,"257 km SE of Chiniak, Alaska",earthquake,7.1,10.8,0.074,24,reviewed,us,us
2018-05-02T21:34:07.990Z,56.3491,-148.2246,20.45,3.1,ml,,195,2.78,0.51,us,us1000dyev,2023-07-07T17:01:17.344Z,"283 km ESE of Chiniak, Alaska",earthquake,4.7,10.6,0.055,44,reviewed,us,us
2018-05-02T21:56:28.840Z,-21.3228,-178.5947,555.73,4.1,mb,,127,4.76,1.16,us,us1000e1cu,2018-07-27T20:20:32.040Z,Fiji region,earthquake,14.2,8,0.12,19,reviewed,us,us
2018-05-02T22:07:12.070Z,19.4591675,-154.9668274,-0.45,2.86,ml,14,141,0.04366,0.23,hv,hv70108261,2018-07-27T20:20:36.040Z,"4 km SSW of P?hoa, Hawaii",earthquake,0.78,0.4,0.46,4,automatic,hv,hv
2018-05-02T22:21:28.370Z,18.3758,-67.3963,2,2.71,md,10,288,0.2995,0.32,pr,pr2018122017,2018-07-27T20:20:37.040Z,"15 km WNW of Rincón, Puerto Rico",earthquake,1.48,1.15,0.17,8,reviewed,pr,pr
2018-05-02T22:47:19.210Z,19.4501667,-154.905,2.97,2.66,ml,9,206,0.01384,0.09,hv,hv70108376,2018-07-27T20:20:37.040Z,"2 km SSE of Leilani Estates, Hawaii",earthquake,1.15,0.49,0.128,8,reviewed,hv,hv
2018-05-02T22:47:48.200Z,-6.5212,111.0849,10,4,mb,,142,0.827,0.58,us,us1000e1cw,2018-07-27T20:20:32.040Z,"4 km ENE of Tayu, Indonesia",earthquake,5,1.9,0.196,7,reviewed,us,us
2018-05-02T22:47:52.170Z,18.1705,-102.3694,10,4.2,mb,,206,1.823,0.9,us,us1000dwam,2018-07-27T20:20:37.040Z,"15 km NNW of La Mira, Mexico",earthquake,5.7,2,0.146,13,reviewed,us,us
2018-05-02T22:56:09.280Z,36.947,71.5641,99.32,4.5,mb,,101,0.81,0.69,us,us1000dwat,2018-07-27T20:20:32.040Z,"25 km N of Ishqoshim, Tajikistan",earthquake,6.8,3.9,0.074,53,reviewed,us,us
2018-05-02T23:15:55.350Z,-17.754,-174.7568,187.15,4.3,mb,,97,4.77,0.96,us,us1000e1cx,2018-07-27T20:20:32.040Z,"128 km NW of Neiafu, Tonga",earthquake,11.6,6,0.132,16,reviewed,us,us
2018-05-02T23:34:03.770Z,-5.8008,-11.5944,10,4.9,mb,,47,3.468,0.65,us,us1000dwbh,2018-07-27T20:20:32.040Z,Ascension Island region,earthquake,9.8,1.9,0.071,63,reviewed,us,us
2018-05-02T23:36:38.890Z,-10.162,160.9021,41.85,4.3,mb,,129,1.184,0.99,us,us1000e1cy,2018-07-27T20:20:32.040Z,"116 km WNW of Kirakira, Solomon Islands",earthquake,10.1,4.8,0.161,11,reviewed,us,us
2018-05-03T00:03:39.270Z,-5.902,-11.3039,10,4.9,mb,,104,11.384,0.58,us,us1000e1v4,2018-07-27T20:20:31.040Z,Ascension Island region,earthquake,13.6,1.9,0.109,26,reviewed,us,us
2018-05-03T01:02:10.860Z,18.023,-68.5755,88,2.68,md,4,222,1.4659,0.03,pr,pr2018123000,2018-07-27T20:20:37.040Z,"39 km S of Boca de Yuma, Dominican Republic",earthquake,1.3,0.73,0.54,4,reviewed,pr,pr
2018-05-03T01:33:14.290Z,51.8245,178.0883,149.1,2.5,ml,,,,0.28,us,us1000e0q8,2023-07-07T17:01:52.448Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,13.1,2.4,,,reviewed,ak,ak
2018-05-03T01:38:55.400Z,-8.9635,-74.4493,137.19,4.1,mb,,96,2.117,0.56,us,us1000dwe2,2022-08-08T03:00:00.306Z,"28 km E of Tournavista, Peru",earthquake,9,8.1,0.198,7,reviewed,us,us
2018-05-03T01:46:18.790Z,19.3101667,-154.9445,7.22,2.65,ml,51,244,0.1352,0.19,hv,hv70108856,2018-10-30T23:35:48.390Z,"17 km S of Leilani Estates, Hawaii",earthquake,0.53,0.41,0.192,25,reviewed,hv,hv
2018-05-03T01:46:19.840Z,19.3511667,-155.0155,4.86,2.6,ml,33,197,0.07593,0.15,hv,hv70108861,2018-11-14T20:36:51.110Z,"16 km SW of Leilani Estates, Hawaii",earthquake,0.56,1.93,0.131,27,reviewed,hv,hv
2018-05-03T01:47:15.440Z,19.422,-154.8925,8.3,2.52,ml,6,261,0.04153,0.15,hv,hv70108866,2018-07-27T20:20:38.040Z,"5 km SSE of Leilani Estates, Hawaii",earthquake,1.74,31.61,0.076,5,reviewed,hv,hv
2018-05-03T02:04:34.710Z,40.0364,26.8817,10,4.3,mb,,50,1.067,0.75,us,us1000dwe0,2018-07-27T20:20:31.040Z,"14 km W of Çan, Turkey",earthquake,4.3,1.9,0.137,15,reviewed,us,us
2018-05-03T02:13:39.980Z,55.8746,-149.9601,13.06,3.3,ml,,198,2.284,0.5,us,us1000dwe6,2023-07-07T17:01:58.839Z,"239 km SE of Chiniak, Alaska",earthquake,7.8,8,0.059,38,reviewed,us,us
2018-05-03T02:47:24.490Z,34.5309,96.7357,15.19,4.2,mb,,94,6.766,0.82,us,us1000dwel,2018-07-27T20:20:31.040Z,"Southern Qinghai, China",earthquake,9.8,5.2,0.096,30,reviewed,us,us
2018-05-03T02:49:58.670Z,37.0061667,-113.8295,13.26,2.99,ml,19,105,0.1627,0.24,uu,uu60280277,2022-08-08T03:00:43.895Z,"14 km NE of Beaver Dam, Arizona",earthquake,0.75,0.73,0.292,12,reviewed,uu,uu
2018-05-03T03:07:54.460Z,19.4203339,-154.8303375,4.6,2.69,ml,32,278,0.08109,0.31,hv,hv70109091,2018-07-27T20:20:37.040Z,"10 km ESE of Leilani Estates, Hawaii",earthquake,1.2,0.82,0.53,3,automatic,hv,hv
2018-05-03T03:10:02.610Z,18.1611,-67.422,4,2.78,md,11,287,0.3365,0.49,pr,pr2018123002,2018-05-03T08:37:21.813Z,"25 km SW of Stella, Puerto Rico",earthquake,3.34,3.71,0.29,9,reviewed,pr,pr
2018-05-03T03:12:35.670Z,56.0146,-149.8895,20.41,2.9,ml,,235,2.234,0.44,us,us1000e0qc,2023-07-07T17:02:16.037Z,Gulf of Alaska,earthquake,10.5,11.3,0.062,34,reviewed,us,us
2018-05-03T03:50:09.260Z,56.2776,-149.394,22,2.7,ml,,199,2.305,0.48,us,us1000e0qd,2023-07-07T17:02:22.330Z,"230 km SE of Chiniak, Alaska",earthquake,4.7,10.4,0.062,34,reviewed,us,us
2018-05-03T04:28:18.360Z,55.0956,-159.639,23.76,2.8,ml,,117,0.266,0.74,us,us1000e0qe,2023-07-07T17:02:30.737Z,"60 km ESE of Sand Point, Alaska",earthquake,3.8,7.2,0.115,10,reviewed,us,us
2018-05-03T04:54:54.330Z,1.8637,127.3558,48.56,4.4,mb,,109,1.084,0.49,us,us1000e1v7,2018-07-27T20:20:31.040Z,"74 km WNW of Tobelo, Indonesia",earthquake,6.9,8.6,0.079,46,reviewed,us,us
